Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 09, 2021","15,766.30","15,800.45","15,566.90","15,635.35","15,635.35","4,57,900"
"Jun 08, 2021","15,773.90","15,778.80","15,680.00","15,740.10","15,740.10","3,78,200"
"Jun 07, 2021","15,725.10","15,773.45","15,678.10","15,751.65","15,751.65","3,94,000"
"Jun 04, 2021","15,712.50","15,733.60","15,622.35","15,670.25","15,670.25","4,14,200"
"Jun 03, 2021","15,655.55","15,705.10","15,611.00","15,690.35","15,690.35","4,10,200"
"Jun 02, 2021","15,520.35","15,597.45","15,459.85","15,576.20","15,576.20","4,28,600"
"Jun 01, 2021","15,629.65","15,660.75","15,528.30","15,574.85","15,574.85","4,09,600"
"May 31, 2021","15,437.75","15,606.35","15,374.00","15,582.80","15,582.80","4,36,000"
"May 28, 2021","15,421.20","15,469.65","15,394.75","15,435.65","15,435.65","4,68,100"
"May 27, 2021","15,323.95","15,384.55","15,272.50","15,337.85","15,337.85",-
"May 26, 2021","15,257.05","15,319.90","15,194.95","15,301.45","15,301.45","3,84,000"
"May 25, 2021","15,291.75","15,293.85","15,163.40","15,208.45","15,208.45","4,41,500"
"May 24, 2021","15,211.35","15,256.25","15,145.45","15,197.70","15,197.70","5,79,800"
"May 21, 2021","14,987.80","15,190.00","14,985.85","15,175.30","15,175.30","5,72,900"
"May 20, 2021","15,042.60","15,069.80","14,884.90","14,906.05","14,906.05","4,80,300"
"May 19, 2021","15,058.60","15,133.40","15,008.85","15,030.15","15,030.15","5,69,100"
"May 18, 2021","15,067.20","15,137.25","15,043.70","15,108.10","15,108.10","5,83,900"
"May 17, 2021","14,756.25","14,938.00","14,725.35","14,923.15","14,923.15","5,46,400"
"May 14, 2021","14,749.40","14,749.65","14,591.90","14,677.80","14,677.80","6,20,700"
"May 12, 2021","14,823.55","14,824.05","14,649.70","14,696.50","14,696.50","6,43,800"
"May 11, 2021","14,789.70","14,900.00","14,771.40","14,850.75","14,850.75","6,47,400"
"May 10, 2021","14,928.25","14,966.90","14,892.50","14,942.35","14,942.35","5,22,000"
"May 07, 2021","14,816.85","14,863.05","14,765.50","14,823.15","14,823.15","4,88,000"
"May 06, 2021","14,668.35","14,743.90","14,611.50","14,724.80","14,724.80","4,67,800"
"May 05, 2021","14,604.15","14,637.90","14,506.60","14,617.85","14,617.85","4,55,900"
"May 04, 2021","14,687.25","14,723.40","14,461.50","14,496.50","14,496.50","5,03,400"
"May 03, 2021","14,481.05","14,673.85","14,416.25","14,634.15","14,634.15","4,48,900"
"Apr 30, 2021","14,747.35","14,855.45","14,601.70","14,631.10","14,631.10","6,13,900"
"Apr 29, 2021","14,979.00","15,044.35","14,814.45","14,894.90","14,894.90","5,17,500"
"Apr 28, 2021","14,710.50","14,890.25","14,694.95","14,864.55","14,864.55","4,57,000"
"Apr 27, 2021","14,493.80","14,667.55","14,484.85","14,653.05","14,653.05","4,51,800"
"Apr 26, 2021","14,449.45","14,557.50","14,421.30","14,485.00","14,485.00","4,52,700"
"Apr 23, 2021","14,326.35","14,461.15","14,273.30","14,341.35","14,341.35","4,98,100"
"Apr 22, 2021","14,219.15","14,424.75","14,151.40","14,406.15","14,406.15","5,24,600"
"Apr 20, 2021","14,526.70","14,526.95","14,207.30","14,296.40","14,296.40","4,67,400"
"Apr 19, 2021","14,306.60","14,382.30","14,191.40","14,359.45","14,359.45","5,12,300"
"Apr 16, 2021","14,599.60","14,697.70","14,559.00","14,617.85","14,617.85","5,77,200"
"Apr 15, 2021","14,522.40","14,597.55","14,353.20","14,581.45","14,581.45","5,68,000"
"Apr 13, 2021","14,364.90","14,528.90","14,274.90","14,504.80","14,504.80","6,05,100"
"Apr 12, 2021","14,644.65","14,652.50","14,248.70","14,310.80","14,310.80","6,50,200"
"Apr 09, 2021","14,882.65","14,918.45","14,785.65","14,834.85","14,834.85","5,04,100"
"Apr 08, 2021","14,875.65","14,984.15","14,821.10","14,873.80","14,873.80","5,14,800"
"Apr 07, 2021","14,716.45","14,879.80","14,649.85","14,819.05","14,819.05",-
"Apr 06, 2021","14,737.00","14,779.10","14,573.90","14,683.50","14,683.50","4,75,300"
"Apr 05, 2021","14,837.70","14,849.85","14,459.50","14,637.80","14,637.80","5,09,700"
"Apr 01, 2021","14,798.40","14,883.20","14,692.45","14,867.35","14,867.35","4,45,000"
"Mar 31, 2021","14,811.85","14,813.75","14,670.25","14,690.70","14,690.70","4,63,900"
"Mar 30, 2021","14,628.50","14,876.30","14,617.60","14,845.10","14,845.10","5,94,500"
"Mar 26, 2021","14,506.30","14,572.90","14,414.25","14,507.30","14,507.30","4,81,000"
"Mar 25, 2021","14,570.90","14,575.60","14,264.40","14,324.90","14,324.90","6,06,800"
"Mar 24, 2021","14,712.45","14,752.35","14,535.00","14,549.40","14,549.40","4,56,400"
"Mar 23, 2021","14,768.55","14,878.60","14,707.00","14,814.75","14,814.75","4,74,200"
"Mar 22, 2021","14,736.30","14,763.90","14,597.85","14,736.40","14,736.40","4,59,000"
"Mar 19, 2021","14,471.15","14,788.25","14,350.10","14,744.00","14,744.00","9,19,200"
"Mar 18, 2021","14,855.50","14,875.20","14,478.60","14,557.85","14,557.85","5,42,200"
"Mar 17, 2021","14,946.55","14,956.55","14,696.05","14,721.30","14,721.30",100
"Mar 16, 2021","14,996.10","15,051.60","14,890.65","14,910.45","14,910.45",100
"Mar 15, 2021","15,048.40","15,048.40","14,745.85","14,929.50","14,929.50","4,67,500"
"Mar 12, 2021","15,321.15","15,336.30","14,953.60","15,030.95","15,030.95","4,93,200"
"Mar 10, 2021","15,202.15","15,218.45","15,100.85","15,174.80","15,174.80","4,04,600"
"Mar 09, 2021","15,049.90","15,126.85","14,925.45","15,098.40","15,098.40","6,75,300"
"Mar 08, 2021","15,002.45","15,111.15","14,919.90","14,956.20","14,956.20",-
"Mar 05, 2021","14,977.95","15,092.35","14,862.10","14,938.10","14,938.10","6,40,700"
"Mar 04, 2021","15,026.75","15,202.35","14,980.20","15,080.75","15,080.75","5,34,900"
"Mar 03, 2021","15,064.40","15,273.15","14,995.80","15,245.60","15,245.60","5,44,200"
"Mar 02, 2021","14,865.30","14,959.10","14,760.80","14,919.10","14,919.10","6,21,700"
"Mar 01, 2021","14,702.50","14,806.80","14,638.55","14,761.55","14,761.55","5,07,300"
"Feb 26, 2021","14,888.60","14,919.45","14,467.75","14,529.15","14,529.15","11,03,600"
"Feb 25, 2021","15,079.85","15,176.50","15,065.35","15,097.35","15,097.35","8,03,900"
"Feb 24, 2021","14,729.15","15,008.80","14,504.50","14,982.00","14,982.00","4,03,800"
"Feb 23, 2021","14,782.25","14,854.50","14,651.85","14,707.80","14,707.80","7,44,100"
"Feb 22, 2021","14,999.05","15,010.10","14,635.05","14,675.70","14,675.70","6,09,900"
"Feb 19, 2021","15,074.80","15,144.05","14,898.20","14,981.75","14,981.75","7,12,200"
"Feb 18, 2021","15,238.70","15,250.75","15,078.05","15,118.95","15,118.95","7,70,600"
"Feb 17, 2021","15,279.90","15,314.30","15,170.75","15,208.90","15,208.90","5,04,800"
"Feb 16, 2021","15,371.45","15,431.75","15,242.20","15,313.45","15,313.45","6,48,500"
"Feb 15, 2021","15,270.30","15,340.15","15,243.40","15,314.70","15,314.70","4,56,000"
"Feb 12, 2021","15,186.20","15,243.50","15,081.00","15,163.30","15,163.30","5,71,800"
"Feb 11, 2021","15,073.25","15,188.50","15,065.40","15,173.30","15,173.30","5,00,100"
"Feb 10, 2021","15,119.05","15,168.25","14,977.20","15,106.50","15,106.50","6,24,800"
"Feb 09, 2021","15,164.15","15,257.10","15,064.30","15,109.30","15,109.30","7,13,300"
"Feb 08, 2021","15,064.30","15,159.90","15,041.05","15,115.80","15,115.80","6,71,200"
"Feb 05, 2021","14,952.60","15,014.65","14,864.75","14,924.25","14,924.25","9,35,600"
"Feb 04, 2021","14,789.05","14,913.70","14,714.75","14,895.65","14,895.65","8,84,700"
"Feb 03, 2021","14,754.90","14,868.85","14,574.15","14,789.95","14,789.95","8,69,500"
"Feb 02, 2021","14,481.10","14,731.70","14,469.15","14,647.85","14,647.85","9,15,000"
"Feb 01, 2021","13,758.60","14,336.35","13,661.75","14,281.20","14,281.20","8,70,500"
"Jan 29, 2021","13,946.60","13,966.85","13,596.75","13,634.60","13,634.60","7,53,200"
"Jan 28, 2021","13,810.40","13,898.25","13,713.25","13,817.55","13,817.55","6,37,900"
"Jan 27, 2021","14,237.95","14,237.95","13,929.30","13,967.50","13,967.50","6,60,700"
"Jan 25, 2021","14,477.80","14,491.10","14,218.60","14,238.90","14,238.90","6,18,600"
"Jan 22, 2021","14,583.40","14,619.90","14,357.75","14,371.90","14,371.90","7,76,800"
"Jan 21, 2021","14,730.95","14,753.55","14,517.25","14,590.35","14,590.35","7,04,600"
"Jan 20, 2021","14,538.30","14,666.45","14,517.55","14,644.70","14,644.70","6,23,100"
"Jan 19, 2021","14,371.65","14,546.05","14,350.85","14,521.15","14,521.15","5,46,100"
"Jan 18, 2021","14,453.30","14,459.15","14,222.80","14,281.30","14,281.30","7,62,000"
"Jan 15, 2021","14,594.35","14,617.45","14,357.85","14,433.70","14,433.70","7,89,600"
"Jan 14, 2021","14,550.05","14,617.80","14,471.50","14,595.60","14,595.60","6,20,200"
"Jan 13, 2021","14,639.80","14,653.35","14,435.70","14,564.85","14,564.85","8,74,000"
"Jan 12, 2021","14,473.80","14,590.65","14,432.85","14,563.45","14,563.45","9,29,600"
"Jan 11, 2021","14,474.05","14,498.20","14,383.10","14,484.75","14,484.75","6,72,900"
"Jan 08, 2021","14,258.40","14,367.30","14,221.65","14,347.25","14,347.25","6,13,500"
"Jan 07, 2021","14,253.75","14,256.25","14,123.10","14,137.35","14,137.35","5,59,200"
"Jan 06, 2021","14,240.95","14,244.15","14,039.90","14,146.25","14,146.25","6,32,300"
"Jan 05, 2021","14,075.15","14,215.60","14,048.15","14,199.50","14,199.50","4,92,500"
"Jan 04, 2021","14,104.35","14,147.95","13,953.75","14,132.90","14,132.90","4,95,000"
"Jan 01, 2021","13,996.10","14,049.85","13,991.35","14,018.50","14,018.50","3,58,100"
"Dec 31, 2020","13,970.00","14,024.85","13,936.45","13,981.75","13,981.75","4,52,400"
"Dec 30, 2020","13,980.90","13,997.00","13,864.95","13,981.95","13,981.95","3,80,700"
"Dec 29, 2020","13,910.35","13,967.60","13,859.90","13,932.60","13,932.60","4,39,600"
"Dec 28, 2020","13,815.15","13,885.30","13,811.55","13,873.20","13,873.20","4,03,600"
"Dec 24, 2020","13,672.15","13,771.75","13,626.90","13,749.25","13,749.25","4,71,400"
"Dec 23, 2020","13,473.50","13,619.45","13,432.20","13,601.10","13,601.10","4,58,700"
"Dec 22, 2020","13,373.65","13,492.05","13,192.90","13,466.30","13,466.30","6,96,200"
"Dec 21, 2020","13,741.90","13,777.50","13,131.45","13,328.40","13,328.40","6,87,300"
"Dec 18, 2020","13,764.40","13,772.85","13,658.60","13,760.55","13,760.55","5,19,400"
"Dec 17, 2020","13,713.55","13,773.25","13,673.55","13,740.70","13,740.70","4,16,000"
"Dec 16, 2020","13,663.10","13,692.35","13,606.45","13,682.70","13,682.70","4,62,200"
"Dec 15, 2020","13,547.20","13,589.65","13,447.05","13,567.85","13,567.85","4,97,600"
"Dec 14, 2020","13,571.45","13,597.50","13,472.45","13,558.15","13,558.15","5,58,400"
"Dec 11, 2020","13,512.30","13,579.35","13,402.85","13,513.85","13,513.85","7,87,700"
"Dec 10, 2020","13,488.50","13,503.55","13,399.30","13,478.30","13,478.30","5,53,400"
"Dec 09, 2020","13,458.10","13,548.90","13,449.60","13,529.10","13,529.10","5,02,600"
"Dec 08, 2020","13,393.85","13,435.45","13,311.05","13,392.95","13,392.95","5,43,200"
"Dec 07, 2020","13,264.85","13,366.65","13,241.95","13,355.75","13,355.75","5,91,700"
"Dec 04, 2020","13,177.40","13,280.05","13,152.85","13,258.55","13,258.55","6,40,500"
"Dec 03, 2020","13,215.30","13,216.60","13,107.90","13,133.90","13,133.90","7,13,700"
"Dec 02, 2020","13,121.40","13,128.50","12,983.55","13,113.75","13,113.75","7,17,700"
"Dec 01, 2020","13,062.20","13,128.40","12,962.80","13,109.05","13,109.05","5,83,600"
"Nov 27, 2020","13,012.05","13,035.30","12,914.30","12,968.95","12,968.95","11,62,400"
"Nov 26, 2020","12,906.45","13,018.00","12,790.40","12,987.00","12,987.00","5,49,800"
"Nov 25, 2020","13,130.00","13,145.85","12,833.65","12,858.40","12,858.40","6,79,000"
"Nov 24, 2020","13,002.60","13,079.10","12,978.00","13,055.15","13,055.15","5,71,900"
"Nov 23, 2020","12,960.30","12,968.85","12,825.70","12,926.45","12,926.45","6,33,100"
"Nov 20, 2020","12,813.40","12,892.45","12,730.25","12,859.05","12,859.05","6,64,000"
"Nov 19, 2020","12,839.50","12,963.00","12,745.75","12,771.70","12,771.70","7,68,800"
"Nov 18, 2020","12,860.10","12,948.85","12,819.35","12,938.25","12,938.25","7,31,300"
"Nov 17, 2020","12,932.50","12,934.05","12,797.10","12,874.20","12,874.20","7,07,700"
"Nov 14, 2020",-,-,-,-,-,-
"Nov 13, 2020","12,659.70","12,735.95","12,607.70","12,719.95","12,719.95","5,13,900"
"Nov 12, 2020","12,702.15","12,741.15","12,624.85","12,690.80","12,690.80","6,22,000"
"Nov 11, 2020","12,680.60","12,769.75","12,571.10","12,749.15","12,749.15","8,80,500"
"Nov 10, 2020","12,556.40","12,643.90","12,475.25","12,631.10","12,631.10","8,47,500"
"Nov 09, 2020","12,399.40","12,474.05","12,367.35","12,461.05","12,461.05","5,53,400"
"Nov 06, 2020","12,156.65","12,280.40","12,131.85","12,263.55","12,263.55","5,76,800"
"Nov 05, 2020","12,062.40","12,131.10","12,027.60","12,120.30","12,120.30","6,32,500"
"Nov 04, 2020","11,783.35","11,929.65","11,756.40","11,908.50","11,908.50","6,67,300"
"Nov 03, 2020","11,734.45","11,836.20","11,723.30","11,813.50","11,813.50","6,74,300"
"Nov 02, 2020","11,697.35","11,725.65","11,557.40","11,669.15","11,669.15","5,68,400"
"Oct 30, 2020","11,678.45","11,748.95","11,535.45","11,642.40","11,642.40","5,53,700"
"Oct 29, 2020","11,633.30","11,744.15","11,606.45","11,670.80","11,670.80","5,55,000"
"Oct 28, 2020","11,922.60","11,929.40","11,684.85","11,729.60","11,729.60","7,04,000"
"Oct 27, 2020","11,807.10","11,899.05","11,723.00","11,889.40","11,889.40","6,16,300"
"Oct 26, 2020","11,937.40","11,942.85","11,711.70","11,767.75","11,767.75","5,19,800"
"Oct 23, 2020","11,957.90","11,974.55","11,908.75","11,930.35","11,930.35","5,02,300"
"Oct 22, 2020","11,890.00","11,939.55","11,823.45","11,896.45","11,896.45","5,44,900"
"Oct 21, 2020","11,958.55","12,018.65","11,775.75","11,937.65","11,937.65","6,23,700"
"Oct 20, 2020","11,861.00","11,949.25","11,837.25","11,896.80","11,896.80","4,53,600"
"Oct 19, 2020","11,879.20","11,898.25","11,820.40","11,873.05","11,873.05","5,41,400"
"Oct 16, 2020","11,727.40","11,789.75","11,667.85","11,762.45","11,762.45","5,55,800"
"Oct 15, 2020","12,023.45","12,025.45","11,661.30","11,680.35","11,680.35","6,08,900"
"Oct 14, 2020","11,917.40","11,997.20","11,822.15","11,971.05","11,971.05","5,69,200"
"Oct 13, 2020","11,934.65","11,988.20","11,888.90","11,934.50","11,934.50","4,58,300"
"Oct 12, 2020","11,973.55","12,022.05","11,867.20","11,930.95","11,930.95","5,22,600"
"Oct 09, 2020","11,852.05","11,938.60","11,805.20","11,914.20","11,914.20","6,11,100"
"Oct 08, 2020","11,835.40","11,905.70","11,791.15","11,834.60","11,834.60","6,08,800"
"Oct 07, 2020","11,679.25","11,763.05","11,629.35","11,738.85","11,738.85","5,13,400"
"Oct 06, 2020","11,603.45","11,680.30","11,564.30","11,662.40","11,662.40","5,61,400"
"Oct 05, 2020","11,487.80","11,578.05","11,452.30","11,503.35","11,503.35","5,30,600"
"Oct 01, 2020","11,364.45","11,428.60","11,347.05","11,416.95","11,416.95","4,47,700"
"Sep 30, 2020","11,244.45","11,295.40","11,184.55","11,247.55","11,247.55","4,99,300"
"Sep 29, 2020","11,288.60","11,305.40","11,181.00","11,222.40","11,222.40","4,98,300"
"Sep 28, 2020","11,140.85","11,239.35","11,099.85","11,227.55","11,227.55","4,72,800"
"Sep 25, 2020","10,910.40","11,072.60","10,854.85","11,050.25","11,050.25","5,59,600"
"Sep 24, 2020","11,011.00","11,015.30","10,790.20","10,805.55","10,805.55","7,06,100"
"Sep 23, 2020","11,258.75","11,259.55","11,024.40","11,131.85","11,131.85","7,14,900"
"Sep 22, 2020","11,301.75","11,302.20","11,084.65","11,153.65","11,153.65","6,72,200"
"Sep 21, 2020","11,503.80","11,535.25","11,218.50","11,250.55","11,250.55","6,02,900"
"Sep 18, 2020","11,584.10","11,584.10","11,446.10","11,504.95","11,504.95","7,64,200"
"Sep 17, 2020","11,539.40","11,587.20","11,498.50","11,516.10","11,516.10",-
"Sep 16, 2020","11,538.45","11,618.10","11,516.75","11,604.55","11,604.55","5,27,800"
"Sep 15, 2020","11,487.20","11,535.95","11,442.25","11,521.80","11,521.80","5,06,700"
"Sep 14, 2020","11,540.15","11,568.90","11,383.55","11,440.05","11,440.05","6,42,300"
"Sep 11, 2020","11,447.80","11,493.50","11,419.90","11,464.45","11,464.45","5,54,800"
"Sep 10, 2020","11,363.30","11,464.05","11,327.40","11,449.25","11,449.25","6,79,400"
"Sep 09, 2020","11,218.60","11,298.15","11,185.15","11,278.00","11,278.00","7,28,900"
"Sep 08, 2020","11,378.55","11,437.25","11,290.45","11,317.35","11,317.35","5,72,200"
"Sep 07, 2020","11,359.60","11,381.15","11,251.70","11,355.05","11,355.05","5,60,300"
"Sep 04, 2020","11,354.40","11,452.05","11,303.65","11,333.85","11,333.85","6,81,300"
"Sep 03, 2020","11,566.20","11,584.95","11,507.65","11,527.45","11,527.45","6,07,100"
"Sep 02, 2020","11,478.55","11,554.75","11,430.40","11,535.00","11,535.00","5,93,500"
"Sep 01, 2020","11,464.30","11,553.55","11,366.90","11,470.25","11,470.25","7,83,800"
"Aug 31, 2020","11,777.55","11,794.25","11,325.85","11,387.50","11,387.50","13,71,800"
"Aug 28, 2020","11,602.95","11,686.05","11,589.40","11,647.60","11,647.60","8,07,000"
"Aug 27, 2020","11,609.30","11,617.35","11,540.60","11,559.25","11,559.25","7,19,800"
"Aug 26, 2020","11,512.85","11,561.75","11,461.85","11,549.60","11,549.60","7,43,400"
"Aug 25, 2020","11,513.10","11,525.90","11,423.35","11,472.25","11,472.25","6,38,200"
"Aug 24, 2020","11,412.00","11,497.25","11,410.65","11,466.45","11,466.45","5,32,900"
"Aug 21, 2020","11,409.65","11,418.50","11,362.20","11,371.60","11,371.60","6,68,700"
"Aug 20, 2020","11,317.45","11,361.45","11,289.80","11,312.20","11,312.20","7,91,600"
"Aug 19, 2020","11,452.15","11,460.35","11,394.10","11,408.40","11,408.40","6,26,200"
"Aug 18, 2020","11,259.80","11,401.70","11,253.15","11,385.35","11,385.35","5,79,200"
"Aug 17, 2020","11,248.90","11,267.10","11,144.50","11,247.10","11,247.10","6,34,000"
"Aug 14, 2020","11,353.30","11,366.25","11,111.45","11,178.40","11,178.40","6,45,100"
"Aug 13, 2020","11,334.85","11,359.30","11,269.95","11,300.45","11,300.45","5,62,400"
"Aug 12, 2020","11,289.00","11,322.00","11,242.65","11,308.40","11,308.40","6,09,900"
"Aug 11, 2020","11,322.25","11,373.60","11,299.15","11,322.50","11,322.50","5,86,100"
"Aug 10, 2020","11,270.25","11,337.30","11,238.00","11,270.15","11,270.15","4,92,000"
"Aug 07, 2020","11,186.65","11,231.90","11,142.05","11,214.05","11,214.05","4,52,600"
"Aug 06, 2020","11,185.70","11,256.80","11,127.30","11,200.15","11,200.15","6,00,400"
"Aug 05, 2020","11,155.75","11,225.65","11,064.05","11,101.65","11,101.65","6,67,600"
"Aug 04, 2020","10,946.65","11,112.25","10,908.10","11,095.25","11,095.25","6,25,700"
"Aug 03, 2020","11,057.55","11,058.05","10,882.25","10,891.60","10,891.60","6,80,900"
"Jul 31, 2020","11,139.50","11,150.40","11,026.65","11,073.45","11,073.45","6,42,600"
"Jul 30, 2020","11,254.30","11,299.95","11,084.95","11,102.15","11,102.15","6,77,800"
"Jul 29, 2020","11,276.90","11,341.40","11,149.75","11,202.85","11,202.85","6,00,700"
"Jul 28, 2020","11,154.10","11,317.75","11,151.40","11,300.55","11,300.55","6,83,900"
"Jul 27, 2020","11,225.00","11,225.00","11,087.85","11,131.80","11,131.80","5,88,100"
"Jul 24, 2020","11,149.95","11,225.40","11,090.30","11,194.15","11,194.15","6,78,900"
"Jul 23, 2020","11,135.00","11,239.80","11,103.15","11,215.45","11,215.45","6,21,600"
"Jul 22, 2020","11,231.20","11,238.10","11,056.55","11,132.60","11,132.60","7,65,100"
"Jul 21, 2020","11,126.10","11,179.55","11,113.25","11,162.25","11,162.25","7,72,000"
"Jul 20, 2020","10,999.45","11,037.90","10,953.00","11,022.20","11,022.20","5,54,300"
"Jul 17, 2020","10,752.00","10,933.45","10,749.65","10,901.70","10,901.70","6,76,900"
"Jul 16, 2020","10,706.20","10,755.30","10,595.20","10,739.95","10,739.95","6,94,400"
"Jul 15, 2020","10,701.00","10,827.45","10,577.75","10,618.20","10,618.20","7,15,900"
"Jul 14, 2020","10,750.85","10,755.65","10,562.90","10,607.35","10,607.35","5,32,400"
"Jul 13, 2020","10,851.85","10,894.05","10,756.05","10,802.70","10,802.70","5,54,100"
"Jul 10, 2020","10,764.10","10,819.40","10,713.00","10,768.05","10,768.05","5,90,700"
"Jul 09, 2020","10,755.55","10,836.85","10,733.00","10,813.45","10,813.45","6,18,700"
"Jul 08, 2020","10,818.65","10,847.85","10,676.55","10,705.75","10,705.75","7,67,900"
"Jul 07, 2020","10,802.85","10,813.80","10,689.70","10,799.65","10,799.65","6,36,800"
"Jul 06, 2020","10,723.85","10,811.40","10,695.10","10,763.65","10,763.65","5,71,200"
"Jul 03, 2020","10,614.95","10,631.30","10,562.65","10,607.35","10,607.35","5,25,200"
"Jul 02, 2020","10,493.05","10,598.20","10,485.55","10,551.70","10,551.70","5,97,400"
"Jul 01, 2020","10,323.80","10,447.05","10,299.60","10,430.05","10,430.05","5,73,600"
"Jun 30, 2020","10,382.60","10,401.05","10,267.35","10,302.10","10,302.10","5,56,200"
"Jun 29, 2020","10,311.95","10,337.95","10,223.60","10,312.40","10,312.40","5,74,500"
"Jun 26, 2020","10,378.90","10,409.85","10,311.25","10,383.00","10,383.00","6,71,900"
"Jun 25, 2020","10,235.55","10,361.80","10,194.50","10,288.90","10,288.90","9,94,200"
"Jun 24, 2020","10,529.25","10,553.15","10,281.95","10,305.30","10,305.30","8,54,800"
"Jun 23, 2020","10,347.95","10,484.70","10,301.75","10,471.00","10,471.00","6,69,200"
"Jun 22, 2020","10,318.75","10,393.65","10,277.60","10,311.20","10,311.20","6,85,400"
"Jun 19, 2020","10,119.00","10,272.40","10,072.65","10,244.40","10,244.40","8,92,100"
"Jun 18, 2020","9,863.25","10,111.20","9,845.05","10,091.65","10,091.65","6,22,900"
"Jun 17, 2020","9,876.70","10,003.60","9,833.80","9,881.15","9,881.15","6,85,400"
"Jun 16, 2020","10,014.80","10,046.15","9,728.50","9,914.00","9,914.00","8,99,900"
"Jun 15, 2020","9,919.35","9,943.35","9,726.35","9,813.70","9,813.70","7,16,100"
"Jun 12, 2020","9,544.95","9,996.05","9,544.35","9,972.90","9,972.90","7,96,300"
"Jun 11, 2020","10,094.10","10,112.05","9,885.05","9,902.00","9,902.00","7,15,500"
"Jun 10, 2020","10,072.60","10,148.75","10,036.85","10,116.15","10,116.15","6,32,400"
"Jun 09, 2020","10,181.15","10,291.15","10,021.45","10,046.65","10,046.65","7,54,200"
"Jun 08, 2020","10,326.75","10,328.50","10,120.25","10,167.45","10,167.45","9,36,500"
"Jun 05, 2020","10,093.80","10,177.80","10,040.75","10,142.15","10,142.15","9,87,100"
"Jun 04, 2020","10,054.25","10,123.85","9,944.25","10,029.10","10,029.10","7,75,100"
"Jun 03, 2020","10,108.30","10,176.20","10,035.55","10,061.55","10,061.55","7,94,700"
"Jun 02, 2020","9,880.85","9,995.60","9,824.05","9,979.10","9,979.10","7,70,200"
"Jun 01, 2020","9,726.85","9,931.60","9,706.95","9,826.15","9,826.15","7,94,200"
"May 29, 2020","9,422.20","9,598.85","9,376.90","9,580.30","9,580.30","9,67,000"
"May 28, 2020","9,364.95","9,511.25","9,336.50","9,490.10","9,490.10","8,37,900"
"May 27, 2020","9,082.20","9,334.00","9,004.25","9,314.95","9,314.95","7,63,500"
"May 26, 2020","9,099.75","9,161.65","8,996.65","9,029.05","9,029.05","6,55,000"
"May 22, 2020","9,067.90","9,149.60","8,968.55","9,039.25","9,039.25","6,75,800"
"May 21, 2020","9,079.45","9,178.55","9,056.10","9,106.25","9,106.25","6,31,500"
"May 20, 2020","8,889.15","9,093.80","8,875.35","9,066.55","9,066.55","6,22,300"
"May 19, 2020","8,961.70","9,030.35","8,855.30","8,879.10","8,879.10","7,62,200"
"May 18, 2020","9,158.30","9,158.30","8,806.75","8,823.25","8,823.25","7,73,000"
"May 15, 2020","9,182.40","9,182.40","9,050.00","9,136.85","9,136.85","5,75,900"
"May 14, 2020","9,213.95","9,281.10","9,119.75","9,142.75","9,142.75","6,02,600"
"May 13, 2020","9,584.20","9,584.50","9,351.10","9,383.55","9,383.55","8,46,400"
"May 12, 2020","9,168.85","9,240.85","9,043.95","9,196.55","9,196.55","8,05,500"
"May 11, 2020","9,348.15","9,439.90","9,219.95","9,239.20","9,239.20","7,04,600"
"May 08, 2020","9,376.95","9,382.65","9,238.20","9,251.50","9,251.50","6,09,100"
"May 07, 2020","9,234.05","9,277.85","9,175.90","9,199.05","9,199.05","7,08,700"
"May 06, 2020","9,226.80","9,346.90","9,116.50","9,270.90","9,270.90","7,22,200"
"May 05, 2020","9,429.40","9,450.90","9,190.75","9,205.60","9,205.60","7,25,200"
"May 04, 2020","9,533.50","9,533.50","9,266.95","9,293.50","9,293.50","6,87,500"
"Apr 30, 2020","9,753.50","9,889.05","9,731.50","9,859.90","9,859.90","9,31,200"
"Apr 29, 2020","9,408.60","9,599.85","9,392.35","9,553.35","9,553.35","6,53,000"
"Apr 28, 2020","9,389.80","9,404.40","9,260.00","9,380.90","9,380.90","6,14,500"
"Apr 27, 2020","9,259.70","9,377.10","9,250.35","9,282.30","9,282.30","5,12,800"
"Apr 24, 2020","9,163.90","9,296.90","9,141.30","9,154.40","9,154.40","6,59,400"
"Apr 23, 2020","9,232.35","9,343.60","9,170.15","9,313.90","9,313.90","6,66,700"
"Apr 22, 2020","9,026.75","9,209.75","8,946.25","9,187.30","9,187.30","7,34,400"
"Apr 21, 2020","9,016.95","9,044.40","8,909.40","8,981.45","8,981.45","6,55,100"
"Apr 20, 2020","9,390.20","9,390.85","9,230.80","9,261.85","9,261.85","7,26,400"
"Apr 17, 2020","9,323.45","9,324.00","9,091.35","9,266.75","9,266.75","6,84,200"
"Apr 16, 2020","8,851.25","9,053.75","8,821.90","8,992.80","8,992.80","7,19,400"
"Apr 15, 2020","9,196.40","9,261.20","8,874.10","8,925.30","8,925.30","8,79,100"
"Apr 13, 2020","9,103.95","9,112.05","8,912.40","8,993.85","8,993.85","6,44,000"
"Apr 09, 2020","8,973.05","9,128.35","8,904.55","9,111.90","9,111.90","7,42,100"
"Apr 08, 2020","8,688.90","9,131.70","8,653.90","8,748.75","8,748.75","8,96,500"
"Apr 07, 2020","8,446.30","8,819.40","8,360.95","8,792.20","8,792.20","8,14,200"
